STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 14:23,FM-16,BKN:07 26 BKN:07 50 OVC:08 150,10.00,|TS:90 TS:91 |,77,25.0,73,22.8,71,21.7,82,13,110,,29.91,,,,,30.02,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 14:47,FM-16,BKN:07 11 BKN:07 24 OVC:08 100,9.00,-RA:02 |RA:61 TS:90 TS:92 |,73,23.0,72,22.4,72,22.0,94,13,110,,29.92,,,,T,30.03,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 14:53,FM-15,BKN:07 11 BKN:07 24 OVC:08 90,7.00,-RA:02 |RA:61 TS:90 TS:92 |,74,23.3,73,22.6,72,22.2,94,13,130,,29.93,,,30.03,T,30.04,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 15:06,FM-16,SCT:04 9 BKN:07 24 OVC:08 100,5.00,-RA:02 BR:1 |RA:61 |,73,22.8,73,22.8,73,22.8,100,11,130,,29.93,,,,T,30.04,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 15:19,FM-16,BKN:07 6 BKN:07 24 OVC:08 50,4.00,-RA:02 BR:1 |RA:61 |,72,22.2,72,22.2,72,22.2,100,9,160,,29.93,,,,0.01,30.04,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 15:53,FM-15,BKN:07 5 BKN:07 14 OVC:08 50,7.00,-RA:02 |RA:61 |,72,22.2,72,22.2,72,22.2,100,6,130,,29.94,1,,30.04,0.01,30.05,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 16:04,FM-16,SCT:04 5 BKN:07 20 OVC:08 60,7.00,-RA:02 |RA:61 |,72,22.2,72,22.2,72,22.2,100,6,140,,29.94,,,,T,30.05,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 16:22,FM-16,SCT:04 5 BKN:07 12 OVC:08 60,2.00,RA:02 BR:1 |RA:62 |,72,22.2,72,22.2,72,22.2,100,5,130,,29.95,,,,0.02,30.06,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 16:35,FM-16,BKN:07 5 BKN:07 12 OVC:08 27,2.00,RA:02 BR:1 |RA:62 |,72,22.2,72,22.2,72,22.2,100,8,150,,29.95,,,,0.04,30.06,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 16:53,FM-15,BKN:07 5 BKN:07 18 OVC:08 40,2.00,RA:02 BR:1 |RA:62 |,72,22.2,72,22.2,72,22.2,100,7,130,,29.95,,,30.06,0.08,30.06,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 17:02,FM-16,SCT:04 6 BKN:07 17 OVC:08 50,2.00,RA:02 BR:1 |RA:62 |,72,22.2,72,22.2,72,22.2,100,8,130,,29.94,,,,0.02,30.05,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 17:20,FM-16,SCT:04 17 BKN:07 31 OVC:08 70,4.00,-RA:02 BR:1 |RA:61 |,71,21.7,71,21.7,71,21.7,100,11,140,,29.94,,,,0.06,30.05,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 17:53,FM-15,FEW:02 10 BKN:07 38 OVC:08 70,6.00,-RA:02 BR:1 |RA:61 |,71,21.7,71,21.7,71,21.7,100,10,140,,29.93,,,30.04,0.12,30.04,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 18:23,FM-16,FEW:02 7 BKN:07 65 OVC:08 80,7.00,-RA:02 |RA:61 |,71,21.7,71,21.7,71,21.7,100,6,120,,29.94,,,,T,30.05,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 18:53,FM-15,FEW:02 8 BKN:07 70 OVC:08 100,10.00,,71,21.7,71,21.7,71,21.7,100,8,110,,29.94,1,,30.04,T,30.05,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 19:00,FM-12,8,,,71,21.7,71,21.7,71,21.7,100,8,110,,29.95,1,-0.00,30.04,,,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 19:53,FM-15,FEW:02 6 SCT:04 50 BKN:07 110,10.00,,71,21.7,71,21.7,71,21.7,100,8,130,,29.93,,,30.04,0.00,30.04,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 20:53,FM-15,OVC:08 100,10.00,,71,21.7,71,21.7,71,21.7,100,0,000,,29.94,,,30.04,0.00,30.05,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 21:29,FM-16,FEW:02 7 BKN:07 100 OVC:08 200,10.00,,71,21.7,71,21.7,71,21.7,100,0,000,,29.95,,,,,30.06,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 21:53,FM-15,FEW:02 7 BKN:07 100 OVC:08 200,10.00,,71,21.7,71,21.7,71,21.7,100,0,000,,29.95,3,,30.06,0.00,30.06,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 22:53,FM-15,FEW:02 7 BKN:07 140 OVC:08 250,10.00,,71,21.7,71,21.7,71,21.7,100,0,000,,29.94,,,30.05,0.00,30.05,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 23:53,FM-15,BKN:07 120 OVC:08 250,10.00,,71,21.7,71,21.7,71,21.7,100,0,000,,29.93,,,30.04,0.00,30.04,87,71,79,-1.2,,,,0,14,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-02 23:59,SOD,,,,,,,,,,,,,,,,,,,,87,71,79,-1.2,92,72,73,0,14,0528,1919,TS:03 RA:16 BR:13,0.21,0.0,0,29.92,30.03,4.6,25,080,21,080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 00:53,FM-15,BKN:07 110 OVC:08 250,10.00,,72,22.2,71,21.9,71,21.7,97,0,000,,29.91,8,,30.01,0.00,30.02,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 01:00,FM-12,,,,72,22.2,71,21.9,71,21.7,97,0,000,,29.92,8,+0.04,30.01,,,75,71,73,-7.3,,,,0,8,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 01:15,FM-16,FEW:02 7 SCT:04 110 OVC:08 250,10.00,,71,21.7,71,21.7,71,21.7,100,0,000,,29.90,,,,,30.01,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 01:53,FM-15,FEW:02 7 FEW:02 110 OVC:08 250,10.00,,71,21.7,71,21.7,71,21.7,100,0,000,,29.89,,,29.99,0.00,30.00,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 02:53,FM-15,FEW:02 7 FEW:02 110 OVC:08 250,10.00,,71,21.7,71,21.7,71,21.7,100,0,000,,29.87,,,29.98,0.00,29.98,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 03:53,FM-15,FEW:02 7 FEW:02 110 OVC:08 250,10.00,,71,21.7,71,21.7,71,21.7,100,0,000,,29.88,5,,29.99,0.00,29.99,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 04:53,FM-15,FEW:02 7 FEW:02 110 OVC:08 250,10.00,,71,21.7,71,21.7,71,21.7,100,0,000,,29.90,,,30.01,0.00,30.01,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 05:53,FM-15,FEW:02 7 SCT:04 100 BKN:07 250,10.00,,71,21.7,71,21.7,71,21.7,100,6,080,,29.93,,,30.04,0.00,30.04,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 06:53,FM-15,FEW:02 12 BKN:07 100 OVC:08 250,10.00,,72,22.2,72,22.2,72,22.2,100,5,080,,29.94,1,,30.05,0.00,30.05,,,,,,,,,,0528,1919,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 07:00,FM-12,15,,,72,22.2,72,22.2,72,22.2,100,5,080,,29.95,1,-0.06,30.05,,,87,70,78,-2.3,,,,0,13,0528,1919,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 07:53,FM-15,SCT:04 10 BKN:07 100 BKN:07 250,10.00,,73,22.8,72,22.4,72,22.2,96,5,090,,29.95,,,30.06,0.00,30.06,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 08:53,FM-15,SCT:04 10 SCT:04 16 BKN:07 100,10.00,,76,24.4,73,22.9,72,22.2,88,0,000,,29.95,,,30.06,0.00,30.06,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 09:53,FM-15,SCT:04 15 SCT:04 110 BKN:07 250,10.00,,80,26.7,75,23.6,72,22.2,76,3,350,,29.94,8,,30.05,0.00,30.05,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 10:53,FM-15,SCT:04 24 SCT:04 120 BKN:07 250,10.00,,83,28.3,75,23.8,71,21.7,67,6,340,,29.93,,,30.04,0.00,30.04,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 11:53,FM-15,SCT:04 35 SCT:04 130 BKN:07 250,10.00,,83,28.3,74,23.1,69,20.6,63,3,VRB,,29.92,,,30.02,0.00,30.03,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 12:53,FM-15,BKN:07 40 BKN:07 150 BKN:07 250,10.00,,85,29.4,74,23.1,68,20.0,57,8,360,,29.89,8,,30.00,0.00,30.00,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 13:00,FM-12,41,,,85,29.4,74,23.1,68,20.0,57,8,360,,29.90,8,+0.05,30.00,,,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 13:53,FM-15,BKN:07 45 BKN:07 150 BKN:07 250,10.00,,88,31.1,75,23.9,69,20.6,54,5,320,,29.87,,,29.98,0.00,29.98,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 14:53,FM-15,BKN:07 49 BKN:07 75 BKN:07 100,10.00,,87,30.6,74,23.4,68,20.0,53,5,040,,29.85,,,29.96,0.00,29.96,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 15:53,FM-15,SCT:04 32 BKN:07 45 BKN:07 100,10.00,|RA:61 |,83,28.3,77,24.8,74,23.3,74,18,060,,29.86,5,,29.96,T,29.97,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 16:53,FM-15,FEW:02 20 BKN:07 45,10.00,,82,27.8,76,24.3,73,22.8,74,16,090,,29.84,,,29.95,0.00,29.95,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 16:59,FM-16,FEW:02 20 SCT:04 50,10.00,|TS:91 |,81,27.2,75,24.2,73,22.8,77,15,090,,29.85,,,,,29.96,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 17:53,FM-15,SCT:04 24 SCT:04 38,10.00,|TS:92 |,79,26.1,75,23.8,73,22.8,82,9,090,,29.86,,,29.97,T,29.97,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 18:34,FM-16,FEW:02 10 BKN:07 21 BKN:07 70,10.00,-RA:02 |RA:61 |,77,25.0,75,23.9,74,23.3,90,3,VRB,,29.89,,,,T,30.00,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 18:51,FM-16,FEW:02 10 BKN:07 21,10.00,,77,25.0,74,23.5,73,23.0,89,9,150,,29.89,,,,,30.00,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 18:53,FM-15,FEW:02 10 BKN:07 21 OVC:08 300,10.00,|TS:90 TS:91 |,77,25.0,75,23.9,74,23.3,90,9,140,,29.89,0,,29.99,T,30.00,,,,,,,,,,0528,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 19:00,FM-12,15,,||TS:95,77,25.0,75,23.9,74,23.3,90,9,140,,29.90,,0.04,29.99,,,,,,,,,,,,0528,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 19:53,FM-15,FEW:02 10 BKN:07 22 BKN:07 37,10.00,-RA:02 |RA:61 |,74,23.3,73,23.0,73,22.8,97,7,190,,29.91,,,30.01,0.01,30.02,,,,,,,,,,0528,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 20:23,FM-16,SCT:04 29 SCT:04 36 BKN:07 90,10.00,-RA:02 |RA:61 |,74,23.3,74,23.3,74,23.3,100,6,200,,29.91,,,,T,30.02,,,,,,,,,,0528,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 20:53,FM-15,FEW:02 36 SCT:04 60 OVC:08 120,10.00,-RA:02 |RA:61 |,73,22.8,73,22.8,73,22.8,100,6,210,,29.91,,,30.02,T,30.02,,,,,,,,,,0528,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 21:14,FM-16,FEW:02 7 SCT:04 120 OVC:08 250,10.00,-RA:02 |RA:61 |,73,22.8,73,22.8,73,22.8,100,5,160,,29.92,,,,T,30.03,,,,,,,,,,0528,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 21:53,FM-15,FEW:02 7 OVC:08 250,10.00,,73,22.8,73,22.8,73,22.8,100,0,000,,29.92,1,,30.02,T,30.03,,,,,,,,,,0528,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 22:53,FM-15,FEW:02 6 OVC:08 250,10.00,,73,22.8,73,22.8,73,22.8,100,3,090,,29.91,,,30.02,0.00,30.02,,,,,,,,,,0528,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 23:53,FM-15,FEW:02 6 SCT:04 140 OVC:08 250,10.00,,73,22.8,73,22.8,73,22.8,100,0,000,,29.90,,,30.01,0.00,30.01,88,70,79,-1.3,,,,0,14,0528,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-06-03 23:59,SOD,,,,,,,,,,,,,,,,,,,,88,70,79,-1.3,86,72,73,0,14,0528,1920,TS:03 RA:16,0.01,0.0,0,29.90,30.00,4.8,25,050,22,050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
